protein_id,accession,selected_identity_percent,selected_query_coverage_percent,selected_evalue,selected_bit_score,quality_tier,exact_identity100_coverage100,status,pdb_file,pdbUrl,latestVersion,uniprotId,uniprotDescription,organismScientificName,isReviewed,globalMetricValue,error_message
4310c660ad7fe428699ceb76ffb72554 4R10_2 A-1,A0A1I7UMA5,90.0,95.23809523809523,2.3e-40,150.0,Q2_high_confidence,False,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A1I7UMA5.pdb,,,,,,,,AFDB API returned HTTP 404
15b2f81dd9b3f45a338396fb921a6f2d SGPP-Lmaj006133AAA A-0,Q4Q064,100.0,100.0,0.0,1243.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q4Q064.pdb,https://alphafold.ebi.ac.uk/files/AF-Q4Q064-F1-model_v6.pdb,6,Q4Q064_LEIMA,Leucine-rich repeat protein,Leishmania major,False,60.88,
017d45fcdb2c3bea10359fde801a2903 3HTK_1 A-1,A0A6C1E077,100.0,100.0,4.47e-30,120.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A6C1E077.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A6C1E077-F1-model_v6.pdb,6,A0A6C1E077_SACPS,Structural maintenance of chromosomes protein 5,Saccharomyces pastorianus,False,76.94,
c0d1b4995a49f9d13e4befb6f1efc6c5 SECSG-Pfu-1640657-001 A-0,A0A5C0XU05,100.0,97.53424657534246,0.0,709.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A5C0XU05.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A5C0XU05-F1-model_v6.pdb,6,A0A5C0XU05_PYRFU,Cell wall-binding repeat-containing protein,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),False,82.81,
61a09db03c5b95318e1bf6e45810c7de SSGCID-BupsA.01664.b A-1,Q3JVM1,100.0,90.54054054054053,9.84e-83,268.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q3JVM1.pdb,https://alphafold.ebi.ac.uk/files/AF-Q3JVM1-F1-model_v6.pdb,6,Q3JVM1_BURP1,histidine kinase,Burkholderia pseudomallei (strain 1710b),False,60.97,
05dcb930ae39b2ad1e909030446c975f MCSG-APC104065 A-0,D0LG40,100.0,100.0,0.0,1005.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\D0LG40.pdb,https://alphafold.ebi.ac.uk/files/AF-D0LG40-F1-model_v6.pdb,6,D0LG40_HALO1,Cas10/Cmr2 second palm domain-containing protein,Haliangium ochraceum (strain DSM 14365 / JCM 11303 / SMP-2),False,89.06,
66e6afd894f37b27ce6b8faa4361adae JCSG-383819 A-0,Q2LTC3,100.0,100.0,2.18e-103,300.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q2LTC3.pdb,https://alphafold.ebi.ac.uk/files/AF-Q2LTC3-F1-model_v6.pdb,6,Q2LTC3_SYNAS,Hypothetical cytosolic protein,Syntrophus aciditrophicus (strain SB),False,79.94,
23dfca2e40812ef2959e18d8dfc4199d JCSG-402019 A-0,A0AAX2L5V0,100.0,100.0,1.03e-82,246.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAX2L5V0.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAX2L5V0-F1-model_v6.pdb,6,A0AAX2L5V0_STRMT,YolD-like protein,Streptococcus mitis,False,72.0,
735386bbd836c984977b3c31eabf6a08 3N7N_2 A-1,G2WBH2,93.137,107.36842105263158,6.7e-55,182.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\G2WBH2.pdb,https://alphafold.ebi.ac.uk/files/AF-G2WBH2-F1-model_v6.pdb,6,G2WBH2_YEASK,K7_Lrs4p,Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557),False,56.62,
d969250d7897d5ea521ed9424c59c22b MCSG-APC110601 A-1,D0LZA0,100.0,100.0,0.0,1193.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\D0LZA0.pdb,https://alphafold.ebi.ac.uk/files/AF-D0LZA0-F1-model_v6.pdb,6,D0LZA0_HALO1,Extracellular ligand-binding receptor,Haliangium ochraceum (strain DSM 14365 / JCM 11303 / SMP-2),False,84.19,
229420702e63440c5a1b91a4157a9177 JCSG-378081 A-1,Q30YP9,100.0,83.66013071895425,6.08e-85,254.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q30YP9.pdb,https://alphafold.ebi.ac.uk/files/AF-Q30YP9-F1-model_v6.pdb,6,Q30YP9_OLEA2,Hpt domain protein,Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20),False,85.25,
5fd4fe95fcdc41649d9650285ab367ff JCSG-383878 A-0,A0A6N4SUY6,100.0,100.0,2.41e-84,251.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A6N4SUY6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A6N4SUY6-F1-model_v6.pdb,6,A0A6N4SUY6_CYTH3,YdhG-like domain-containing protein,Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC 15051 / NCIMB 9469 / D465),False,95.0,
719d9a63f087f5a6d5625d3ae0608914 BSGI-C5206_ECOL6 A-0,A0A0H2VDC7,100.0,100.0,1.32e-68,209.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H2VDC7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H2VDC7-F1-model_v6.pdb,6,A0A0H2VDC7_ECOL6,PerC family transcriptional regulator,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),False,82.75,
ef194ed748eff056929332c955d486fa MCSG-APC23429 A-0,A0A0D6FZH7,100.0,100.0,0.0,572.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0D6FZH7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0D6FZH7-F1-model_v6.pdb,6,A0A0D6FZH7_SALTM,Lipoprotein,Salmonella typhimurium,False,83.75,
08ba7f262ec1059f96f32d34d2b44d91 JCSG-454 A-0,Q9XVW0,100.0,100.0,2.66e-43,154.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q9XVW0.pdb,https://alphafold.ebi.ac.uk/files/AF-Q9XVW0-F1-model_v6.pdb,6,Q9XVW0_CAEEL,Acyltransferase 3 domain-containing protein,Caenorhabditis elegans,False,90.06,
0b888fe92d7b6e705d918ed585dc131c SECSG-Pfu-1650968-001 A-0,A0A5C0XSY7,99.476,95.97989949748744,6.81e-131,374.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A5C0XSY7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A5C0XSY7-F1-model_v6.pdb,6,A0A5C0XSY7_PYRFU,ASCH domain-containing protein,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),False,92.19,
b0a4d4f7655c4066c9b075e514e26225 MCSG-APC80802 A-1,Q7MWX5,100.0,100.0,0.0,1381.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q7MWX5.pdb,https://alphafold.ebi.ac.uk/files/AF-Q7MWX5-F1-model_v6.pdb,6,Q7MWX5_PORGI,PHP N-terminal domain protein,Porphyromonas gingivalis (strain ATCC BAA-308 / W83),False,86.69,
56b7ada890a03319fd68d1542df36426 NYSGRC-009546 A-0,A0A4D4NA11,100.0,100.0,0.0,1203.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A4D4NA11.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A4D4NA11-F1-model_v6.pdb,6,A0A4D4NA11_STRAX,Uncharacterized protein,Streptomyces avermitilis,False,78.5,
8c62f69ed35d57a233aa8062c130bbef JCSG-392512 A-0,Q05DW2,100.0,91.95402298850574,1.07e-50,163.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q05DW2.pdb,https://alphafold.ebi.ac.uk/files/AF-Q05DW2-F1-model_v6.pdb,6,Q05DW2_AERPE,PIN domain-containing protein,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),False,92.25,
b0d53a077241053338cb0cd3cd93df5a JCSG-367704 A-1,A0A0H3LQ85,100.0,100.0,1.55e-85,254.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H3LQ85.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H3LQ85-F1-model_v6.pdb,6,A0A0H3LQ85_BORBR,Head-tail adaptor protein,Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),False,77.81,
81bf2c4ff00453ff6d85f8c3fa4dea1c SGPP-Lmaj002834AAA A-0,Q4QCW4,100.0,100.0,0.0,691.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q4QCW4.pdb,https://alphafold.ebi.ac.uk/files/AF-Q4QCW4-F1-model_v6.pdb,6,Q4QCW4_LEIMA,GRAM domain-containing protein,Leishmania major,False,54.94,
7363b407eb12e186a81a6cca6f33f154 NYSGRC-033494 A-0,Q5KLL7,99.818,100.0,0.0,1115.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q5KLL7.pdb,https://alphafold.ebi.ac.uk/files/AF-Q5KLL7-F1-model_v6.pdb,6,Q5KLL7_CRYNJ,"Transcriptional activator, putative",Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565),False,49.94,
6f78bb3d8a5f360073696e790ae4c71a SGPP-Pfal008510AAA A-0,A0A024WCY8,100.0,100.0,3.38e-74,224.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A024WCY8.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A024WCY8-F1-model_v6.pdb,6,A0A024WCY8_PLAFA,Transcription initiation factor TFIID subunit 10,Plasmodium falciparum Tanzania (2000708),False,76.38,
f916a42dd4ad4007f1ca300ccfa1ef62 MCSG-APC104021 A-0,A0ABR6S1S1,100.0,100.0,0.0,2268.0,Q1_near_exact,True,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A0ABR6S1S1.pdb,,,,,,,,AFDB API returned HTTP 404
227a6400515870e733328d919d4cb134 MCSG-APC36032 A-0,A6XMM0,96.183,99.24242424242425,2.44e-86,261.0,Q1_near_exact,False,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A6XMM0.pdb,,,,,,,,AFDB API returned HTTP 404
8e83300b5a07606eea18ff8a0b3a1be7 MCSG-APC66126.0 A-0,Q9RYU1,100.0,100.0,0.0,752.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q9RYU1.pdb,https://alphafold.ebi.ac.uk/files/AF-Q9RYU1-F1-model_v6.pdb,6,Q9RYU1_DEIRA,PucR C-terminal helix-turn-helix domain-containing protein,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG 27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1),False,80.69,
39c0fc38702bd7929d6256389ada5653 JCSG-418222 A-1,A0A3R6G8X6,100.0,100.0,1.98e-31,112.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A3R6G8X6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A3R6G8X6-F1-model_v6.pdb,6,A0A3R6G8X6_9BACT,Uncharacterized protein,Parabacteroides merdae,False,58.19,
a0f535c5b98a1bbe76a183c577af1781 MCSG-APC84516 A-0,A0A0R4J9F3,100.0,100.0,7.24e-67,204.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0R4J9F3.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0R4J9F3-F1-model_v6.pdb,6,A0A0R4J9F3_BARHE,Uncharacterized protein,Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston 1),False,77.88,
f2b6d9255e2770ac5acf9c8eb253858b NYSGRC-033525 A-0,Q5KB15,100.0,100.0,0.0,775.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q5KB15.pdb,https://alphafold.ebi.ac.uk/files/AF-Q5KB15-F1-model_v6.pdb,6,Q5KB15_CRYNJ,palmitoyl-CoA hydrolase,Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565),False,83.94,
2723486f0cfeca4bf6546b595ae0aabe SSGCID-LyraC.17251.a A-0,A0A088N9G8,98.543,100.0,0.0,4307.0,Q1_near_exact,False,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A088N9G8.pdb,,,,,,,,AFDB API returned HTTP 404
9a491c7f3b729f8fc935276592720df2 CESG-GO.13003 A-0,Q9SCN4,100.0,100.0,0.0,543.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q9SCN4.pdb,https://alphafold.ebi.ac.uk/files/AF-Q9SCN4-F1-model_v6.pdb,6,Q9SCN4_ARATH,Uncharacterized protein T4D2_190.1,Arabidopsis thaliana,False,54.72,
33cd1c18f9f53de06381eadb6bf9df90 4NGC_1 A-1,A0A5F8A421,99.336,99.66887417218543,0.0,623.0,Q1_near_exact,False,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A5F8A421.pdb,,,,,,,,AFDB API returned HTTP 404
ca60048955532d7cfc2f1da54d59eecf NESG-BfR20 A-0,A0A9Q4IU19,97.619,100.0,7.98e-119,346.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A9Q4IU19.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A9Q4IU19-F1-model_v6.pdb,6,A0A9Q4IU19_BACFG,"Alpha-1,2-fucosyltransferase",Bacteroides fragilis,False,90.56,
c9f5654dd57810acd6997d3498db65a1 SGPP-Tcru014670AAA A-0,A0A7J6YB46,100.0,97.5,6.9e-113,329.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A7J6YB46.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A7J6YB46-F1-model_v6.pdb,6,A0A7J6YB46_TRYCR,LIM zinc-binding domain-containing protein,Trypanosoma cruzi,False,80.94,
37ba40bfefce73e6ecfc55e489933641 MCSG-APC87057 A-0,A0A157T4I1,100.0,100.0,4.31e-117,337.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A157T4I1.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A157T4I1-F1-model_v6.pdb,6,A0A157T4I1_SACSO,Uncharacterized protein,Saccharolobus solfataricus,False,73.0,
155bd929bca11b051a67d3c4a9e1115d SECSG-T06D10.1 A-0,Q9U379,100.0,100.0,7.91e-123,352.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q9U379.pdb,https://alphafold.ebi.ac.uk/files/AF-Q9U379-F1-model_v6.pdb,6,Q9U379_CAEEL,Abi_C domain-containing protein,Caenorhabditis elegans,False,81.5,
fc9cc713f763c3c4801fd2028fe3b342 SECSG-T06G6.5 A-0,O62369,100.0,100.0,1.62e-150,425.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\O62369.pdb,https://alphafold.ebi.ac.uk/files/AF-O62369-F1-model_v6.pdb,6,O62369_CAEEL,C2H2-type domain-containing protein,Caenorhabditis elegans,False,49.72,
01392bbf5aa0c3e0da8489d1c8efc7a7 JCSG-419658 A-1,A0A173T513,100.0,100.0,6.41e-31,112.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A173T513.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A173T513-F1-model_v6.pdb,6,A0A173T513_9FIRM,Histidine kinase,Agathobacter rectalis,False,89.25,
474ba45a6ad03935708666b8043920c9 MCSG-APC36139 A-0,U2X2K4,88.75,93.02325581395348,3.13e-43,144.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\U2X2K4.pdb,https://alphafold.ebi.ac.uk/files/AF-U2X2K4-F1-model_v6.pdb,6,U2X2K4_GEOKU,Rubrerythrin family protein,Geobacillus kaustophilus GBlys,False,89.06,
b0ddb6e71ca1c9bc2478446a1ab4cbed SSGCID-CopoB.01659.a A-1,E9D9G4,98.893,97.48201438848922,1.3e-177,501.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\E9D9G4.pdb,https://alphafold.ebi.ac.uk/files/AF-E9D9G4-F1-model_v6.pdb,6,E9D9G4_COCPS,Uncharacterized protein,Coccidioides posadasii (strain RMSCC 757 / Silveira),False,30.27,
948514976de1659e8115980c0a67a215 SGPP-Tcru006619AAA A-0,A0A2V2XCE3,100.0,100.0,1.77e-160,493.0,Q1_near_exact,True,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2V2XCE3.pdb,,,,,,,,AFDB API returned HTTP 404
6fc47a9f064a1526db507c26cd5b26bb JCSG-370080 A-0,B2J492,100.0,100.0,5.29e-112,323.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\B2J492.pdb,https://alphafold.ebi.ac.uk/files/AF-B2J492-F1-model_v6.pdb,6,B2J492_NOSP7,Transposase IS200-like domain-containing protein,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),False,94.69,
27e71b15d73169fbe4509a8a873e9ff0 JCSG-405317 A-0,B2ITE1,100.0,100.0,0.0,1087.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\B2ITE1.pdb,https://alphafold.ebi.ac.uk/files/AF-B2ITE1-F1-model_v6.pdb,6,B2ITE1_NOSP7,AAA+ ATPase domain-containing protein,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),False,83.94,
237d080d156b17caa44b4aa5a7b0b313 NESG-SR210 A-1,A0A6M4JIL2,100.0,92.7927927927928,3.98e-67,207.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A6M4JIL2.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A6M4JIL2-F1-model_v6.pdb,6,A0A6M4JIL2_BACSU,SMI1/KNR4 family protein,Bacillus subtilis (strain 168),False,88.38,
e5340d9f5b55827be5ed6a744377cea2 NESG-HR8561A A-1,A0A2K5YN62,99.338,83.42541436464089,1.1e-96,313.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2K5YN62.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A2K5YN62-F1-model_v6.pdb,6,A0A2K5YN62_MANLE,Ras protein specific guanine nucleotide releasing factor 2,Mandrillus leucophaeus,False,71.06,
6ac03a32b1a52555264fa77dfeb9de88 JCSG-416561 A-1,A0AAE2VFW2,100.0,100.0,8.56e-48,155.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAE2VFW2.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAE2VFW2-F1-model_v6.pdb,6,A0AAE2VFW2_BACIU,Uncharacterized protein,Bacillus subtilis subsp. subtilis,False,57.84,
bae8da43841d65da2586fe2e8590ccc2 JCSG-359441 A-0,A0A1Z4KFQ4,100.0,100.0,0.0,657.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A1Z4KFQ4.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A1Z4KFQ4-F1-model_v6.pdb,6,A0A1Z4KFQ4_ANAVA,Transposase,Trichormus variabilis NIES-23,False,75.0,
9380e157a109e3efa4cec79f2afea7d4 SGPP-Pfal005384AAA A-0,A0A024V8P9,100.0,100.0,3.89e-50,161.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A024V8P9.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A024V8P9-F1-model_v6.pdb,6,A0A024V8P9_PLAFA,Uncharacterized protein,Plasmodium falciparum Vietnam Oak-Knoll (FVO),False,50.19,
66b7c5ae9018795026f202e603bacb44 JCSG-463 A-0,O62286,100.0,100.0,2.13e-39,144.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\O62286.pdb,https://alphafold.ebi.ac.uk/files/AF-O62286-F1-model_v6.pdb,6,O62286_CAEEL,Amino acid transporter transmembrane domain-containing protein,Caenorhabditis elegans,False,84.19,
053d934f0fbeb4f63d55cb32327d99af JCSG-392051 A-0,A0A157T2V5,100.0,100.0,1.03e-111,323.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A157T2V5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A157T2V5-F1-model_v6.pdb,6,A0A157T2V5_SACSO,Hemerythrin HHE cation binding domain protein,Saccharolobus solfataricus,False,84.56,
962f6ab27fbc8d024f30301debb081e0 MCSG-APC83849 A-0,B4RRD7,98.125,100.0,5.42e-110,329.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\B4RRD7.pdb,https://alphafold.ebi.ac.uk/files/AF-B4RRD7-F1-model_v6.pdb,6,B4RRD7_NEIG2,VacJ-related protein,Neisseria gonorrhoeae (strain NCCP11945),False,72.31,
2f9a32f38b8466d2e608b6ec3abdce4b SGPP-Pfal006399AAA A-0,A0A024V327,100.0,100.0,0.0,584.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A024V327.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A024V327-F1-model_v6.pdb,6,A0A024V327_PLAFA,RRM domain-containing protein,Plasmodium falciparum Vietnam Oak-Knoll (FVO),False,56.44,
1210851011061cc9cca4ff75a5230cf3 MCSG-APC103048 A-0,C6WBX0,100.0,100.0,6.14e-147,416.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\C6WBX0.pdb,https://alphafold.ebi.ac.uk/files/AF-C6WBX0-F1-model_v6.pdb,6,C6WBX0_ACTMD,Polymerase nucleotidyl transferase domain-containing protein,Actinosynnema mirum (strain ATCC 29888 / DSM 43827 / JCM 3225 / NBRC 14064 / NCIMB 13271 / NRRL B-12336 / IMRU 3971 / 101),False,89.94,
3bfd243c0c8b48a1576d9ee7cbb2a17d JCSG-282497 A-0,Q9WZ93,100.0,100.0,0.0,777.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q9WZ93.pdb,https://alphafold.ebi.ac.uk/files/AF-Q9WZ93-F1-model_v6.pdb,6,Q9WZ93_THEMA,Uncharacterized protein,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),False,83.12,
4f67b4fb58bdcba932233697aa9388dd SGPP-Tcru008294AAA A-0,A0A2V2XQ44,100.0,97.97979797979798,3.26e-135,402.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2V2XQ44.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A2V2XQ44-F1-model_v6.pdb,6,A0A2V2XQ44_TRYCR,Uncharacterized protein,Trypanosoma cruzi,False,62.94,
f2135a98e285e1cbca6d12ce3ed7f981 SECSG-M01F1.8 A-0,Q7YXB7,100.0,100.0,0.0,683.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q7YXB7.pdb,https://alphafold.ebi.ac.uk/files/AF-Q7YXB7-F1-model_v6.pdb,6,Q7YXB7_CAEEL,VWFD domain-containing protein,Caenorhabditis elegans,False,67.94,
0b4fa0614e38683b88716d86a4704d9b MCSG-APC65866.0 A-0,O25557,100.0,100.0,1.03e-147,418.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\O25557.pdb,https://alphafold.ebi.ac.uk/files/AF-O25557-F1-model_v6.pdb,6,O25557_HELPY,Uncharacterized protein,Helicobacter pylori (strain ATCC 700392 / 26695),False,79.0,
e3cac5e662de67721dfebd06ebbad3a3 JCSG-383866 A-0,A0AAX2KQB5,100.0,100.0,3.97e-87,258.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAX2KQB5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAX2KQB5-F1-model_v6.pdb,6,A0AAX2KQB5_ENTFL,RNA polymerase sigma factor SigX,Enterococcus faecalis,False,74.06,
961d01a753b6d504120a495d5051489f JCSG-379211 A-0,A0A5Z1FHS4,100.0,100.0,0.0,575.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A5Z1FHS4.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A5Z1FHS4-F1-model_v6.pdb,6,A0A5Z1FHS4_CAMJU,FkbM family methyltransferase,Campylobacter jejuni,False,87.88,
0c94d30c90f8bf0a563dd74b53b4f3c9 NYSGRC-013694 A-0,G0H1D2,100.0,100.0,0.0,1048.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\G0H1D2.pdb,https://alphafold.ebi.ac.uk/files/AF-G0H1D2-F1-model_v6.pdb,6,G0H1D2_METMI,Fibrillarin-like protein,Methanococcus maripaludis X1,False,92.69,
63c894a14f4d21bc7e8f021a78dce19d SGPP-Tbru019943AAA A-0,A0A1G4IC30,100.0,100.0,9.7e-149,420.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A1G4IC30.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A1G4IC30-F1-model_v6.pdb,6,A0A1G4IC30_TRYEQ,Pre-mRNA-splicing factor CWC15,Trypanosoma equiperdum,False,58.0,
9326d4ba8e85f544a99b37e56ba9c931 MCSG-APC23840 A-0,A0A0D3QTA7,100.0,100.0,0.0,582.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0D3QTA7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0D3QTA7-F1-model_v6.pdb,6,A0A0D3QTA7_SALET,glucose-6-phosphate isomerase,"Salmonella enterica subsp. enterica serovar 4,5:i:-",False,95.06,
d785262b2ef83b7033ea23f1371e35be NYSGRC-033160 A-1,B8YEB0,99.672,100.0,0.0,625.0,Q1_near_exact,False,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\B8YEB0.pdb,,,,,,,,AFDB API returned HTTP 404
0a8a7857024479318e18b4c54db5bdfc MCSG-APC35856 A-0,A0AA91TCH6,97.391,83.33333333333334,1.16e-76,232.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AA91TCH6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AA91TCH6-F1-model_v6.pdb,6,A0AA91TCH6_9BACL,Uncharacterized protein,Geobacillus thermocatenulatus,False,83.38,
